"date","geography","value_type","value"
2020-04-15,"Midlands","hospital_prev",2284
2020-04-15,"Midlands","icu_prev",472
2020-04-15,"North East and Yorkshire","hospital_prev",2109
2020-04-15,"North East and Yorkshire","icu_prev",291
2020-04-15,"North West","hospital_prev",2374
2020-04-15,"North West","icu_prev",281
2020-04-15,"South East","hospital_prev",1615
2020-04-15,"South East","icu_prev",355
2020-04-15,"South West","hospital_prev",715
2020-04-15,"South West","icu_prev",117
2020-04-16,"East of England","hospital_inc",133
2020-04-16,"England","hospital_inc",1777
2020-04-16,"London","hospital_inc",388
2020-04-16,"Midlands","hospital_inc",283
2020-04-16,"North East and Yorkshire","hospital_inc",275
2020-04-16,"North West","hospital_inc",254
2020-04-16,"South East","hospital_inc",326
2020-04-16,"South West","hospital_inc",118
2020-04-16,"East of England","hospital_prev",1056
2020-04-16,"East of England","icu_prev",308
2020-04-16,"England","hospital_prev",12847
2020-04-16,"England","icu_prev",2838
2020-04-16,"London","hospital_prev",2788
2020-04-16,"London","icu_prev",1012
2020-04-16,"Midlands","hospital_prev",2234
2020-04-16,"Midlands","icu_prev",474
2020-04-16,"North East and Yorkshire","hospital_prev",2056
2020-04-16,"North East and Yorkshire","icu_prev",297
2020-04-16,"North West","hospital_prev",2466
2020-04-16,"North West","icu_prev",287
2020-04-16,"South East","hospital_prev",1566
2020-04-16,"South East","icu_prev",345
2020-04-16,"South West","hospital_prev",681
2020-04-16,"South West","icu_prev",115
2020-04-17,"East of England","hospital_inc",154
2020-04-17,"England","hospital_inc",1674
2020-04-17,"London","hospital_inc",358
2020-04-17,"Midlands","hospital_inc",291
2020-04-17,"North East and Yorkshire","hospital_inc",236
2020-04-17,"North West","hospital_inc",273
2020-04-17,"South East","hospital_inc",260
2020-04-17,"South West","hospital_inc",102
2020-04-17,"East of England","hospital_prev",1020
2020-04-17,"East of England","icu_prev",320
2020-04-17,"England","hospital_prev",11953
2020-04-17,"England","icu_prev",2780
2020-04-17,"London","hospital_prev",2635
2020-04-17,"London","icu_prev",982
2020-04-17,"Midlands","hospital_prev",2056
2020-04-17,"Midlands","icu_prev",440
2020-04-17,"North East and Yorkshire","hospital_prev",1919
2020-04-17,"North East and Yorkshire","icu_prev",287
2020-04-17,"North West","hospital_prev",2099
2020-04-17,"North West","icu_prev",290
2020-04-17,"South East","hospital_prev",1543
2020-04-17,"South East","icu_prev",350
2020-04-17,"South West","hospital_prev",681
2020-04-17,"South West","icu_prev",111
2020-04-18,"East of England","hospital_inc",191
2020-04-18,"England","hospital_inc",1411
2020-04-18,"London","hospital_inc",283
2020-04-18,"Midlands","hospital_inc",229
2020-04-18,"North East and Yorkshire","hospital_inc",231
2020-04-18,"North West","hospital_inc",206
2020-04-18,"South East","hospital_inc",180
2020-04-18,"South West","hospital_inc",91
2020-04-18,"East of England","hospital_prev",1011
2020-04-18,"East of England","icu_prev",312
2020-04-18,"England","hospital_prev",12000
2020-04-18,"England","icu_prev",2868
2020-04-18,"London","hospital_prev",2453
2020-04-18,"London","icu_prev",992
2020-04-18,"Midlands","hospital_prev",2046
2020-04-18,"Midlands","icu_prev",464
2020-04-18,"North East and Yorkshire","hospital_prev",1951
2020-04-18,"North East and Yorkshire","icu_prev",285
2020-04-18,"North West","hospital_prev",2302
2020-04-18,"North West","icu_prev",350
2020-04-18,"South East","hospital_prev",1582
2020-04-18,"South East","icu_prev",350
2020-04-18,"South West","hospital_prev",655
2020-04-18,"South West","icu_prev",115
2020-04-19,"East of England","hospital_inc",148
2020-04-19,"England","hospital_inc",1475
2020-04-19,"London","hospital_inc",290
2020-04-19,"Midlands","hospital_inc",281
2020-04-19,"North East and Yorkshire","hospital_inc",267
2020-04-19,"North West","hospital_inc",214
2020-04-19,"South East","hospital_inc",199
2020-04-19,"South West","hospital_inc",76
2020-04-19,"East of England","hospital_prev",1056
2020-04-19,"East of England","icu_prev",306
2020-04-19,"England","hospital_prev",12021
2020-04-19,"England","icu_prev",2820
2020-04-19,"London","hospital_prev",2393
2020-04-19,"London","icu_prev",991
2020-04-19,"Midlands","hospital_prev",2064
2020-04-19,"Midlands","icu_prev",459
2020-04-19,"North East and Yorkshire","hospital_prev",1948
2020-04-19,"North East and Yorkshire","icu_prev",269
2020-04-19,"North West","hospital_prev",2310
2020-04-19,"North West","icu_prev",341
2020-04-19,"South East","hospital_prev",1593
2020-04-19,"South East","icu_prev",340
2020-04-19,"South West","hospital_prev",657
2020-04-19,"South West","icu_prev",114
2020-04-20,"East of England","hospital_inc",126
2020-04-20,"England","hospital_inc",1522
2020-04-20,"London","hospital_inc",308
2020-04-20,"Midlands","hospital_inc",280
2020-04-20,"North East and Yorkshire","hospital_inc",278
2020-04-20,"North West","hospital_inc",226
2020-04-20,"South East","hospital_inc",227
2020-04-20,"South West","hospital_inc",77
2020-04-20,"East of England","hospital_prev",1069
2020-04-20,"East of England","icu_prev",294
2020-04-20,"England","hospital_prev",11910
2020-04-20,"England","icu_prev",2780
2020-04-20,"London","hospital_prev",2359
2020-04-20,"London","icu_prev",1019
2020-04-20,"Midlands","hospital_prev",2087
2020-04-20,"Midlands","icu_prev",437
2020-04-20,"North East and Yorkshire","hospital_prev",1870
2020-04-20,"North East and Yorkshire","icu_prev",251
2020-04-20,"North West","hospital_prev",2294
2020-04-20,"North West","icu_prev",337
2020-04-20,"South East","hospital_prev",1601
2020-04-20,"South East","icu_prev",335
2020-04-20,"South West","hospital_prev",630
2020-04-20,"South West","icu_prev",107
2020-04-21,"East of England","hospital_inc",148
2020-04-21,"England","hospital_inc",1495
2020-04-21,"London","hospital_inc",288
2020-04-21,"Midlands","hospital_inc",259
2020-04-21,"North East and Yorkshire","hospital_inc",253
2020-04-21,"North West","hospital_inc",260
2020-04-21,"South East","hospital_inc",198
2020-04-21,"South West","hospital_inc",89
2020-04-21,"East of England","hospital_prev",1040
2020-04-21,"East of England","icu_prev",279
2020-04-21,"England","hospital_prev",11786
2020-04-21,"England","icu_prev",2701
2020-04-21,"London","hospital_prev",2298
2020-04-21,"London","icu_prev",972
2020-04-21,"Midlands","hospital_prev",2060
2020-04-21,"Midlands","icu_prev",437
2020-04-21,"North East and Yorkshire","hospital_prev",1977
2020-04-21,"North East and Yorkshire","icu_prev",249
2020-04-21,"North West","hospital_prev",2219
2020-04-21,"North West","icu_prev",328
2020-04-21,"South East","hospital_prev",1563
2020-04-21,"South East","icu_prev",334
2020-04-21,"South West","hospital_prev",629
2020-04-21,"South West","icu_prev",102
2020-04-22,"East of England","hospital_inc",120
2020-04-22,"England","hospital_inc",1310
2020-04-22,"London","hospital_inc",225
2020-04-22,"Midlands","hospital_inc",218
2020-04-22,"North East and Yorkshire","hospital_inc",247
2020-04-22,"North West","hospital_inc",214
2020-04-22,"South East","hospital_inc",202
2020-04-22,"South West","hospital_inc",84
2020-04-22,"East of England","hospital_prev",1017
2020-04-22,"East of England","icu_prev",276
2020-04-22,"England","hospital_prev",11376
2020-04-22,"England","icu_prev",2646
2020-04-22,"London","hospital_prev",2207
2020-04-22,"London","icu_prev",927
2020-04-22,"Midlands","hospital_prev",1981
2020-04-22,"Midlands","icu_prev",435
2020-04-22,"North East and Yorkshire","hospital_prev",1911
2020-04-22,"North East and Yorkshire","icu_prev",237
2020-04-22,"North West","hospital_prev",2136
2020-04-22,"North West","icu_prev",326
2020-04-22,"South East","hospital_prev",1516
2020-04-22,"South East","icu_prev",340
2020-04-22,"South West","hospital_prev",608
2020-04-22,"South West","icu_prev",105
2020-04-23,"East of England","hospital_inc",128
2020-04-23,"England","hospital_inc",1289
2020-04-23,"London","hospital_inc",266
2020-04-23,"Midlands","hospital_inc",221
2020-04-23,"North East and Yorkshire","hospital_inc",227
2020-04-23,"North West","hospital_inc",182
2020-04-23,"South East","hospital_inc",181
2020-04-23,"South West","hospital_inc",84
2020-04-23,"East of England","hospital_prev",994
2020-04-23,"East of England","icu_prev",267
2020-04-23,"England","hospital_prev",10944
2020-04-23,"England","icu_prev",2563
2020-04-23,"London","hospital_prev",2031
2020-04-23,"London","icu_prev",897
2020-04-23,"Midlands","hospital_prev",1946
2020-04-23,"Midlands","icu_prev",408
2020-04-23,"North East and Yorkshire","hospital_prev",1838
2020-04-23,"North East and Yorkshire","icu_prev",257
2020-04-23,"North West","hospital_prev",2135
2020-04-23,"North West","icu_prev",310
2020-04-23,"South East","hospital_prev",1423
2020-04-23,"South East","icu_prev",324
2020-04-23,"South West","hospital_prev",577
2020-04-23,"South West","icu_prev",100
2020-04-24,"East of England","hospital_inc",141
2020-04-24,"England","hospital_inc",1277
2020-04-24,"London","hospital_inc",171
2020-04-24,"Midlands","hospital_inc",204
2020-04-24,"North East and Yorkshire","hospital_inc",223
2020-04-24,"North West","hospital_inc",211
2020-04-24,"South East","hospital_inc",235
2020-04-24,"South West","hospital_inc",92
2020-04-24,"East of England","hospital_prev",965
2020-04-24,"East of England","icu_prev",263
2020-04-24,"England","hospital_prev",10517
2020-04-24,"England","icu_prev",2414
2020-04-24,"London","hospital_prev",1901
2020-04-24,"London","icu_prev",836
2020-04-24,"Midlands","hospital_prev",1867
2020-04-24,"Midlands","icu_prev",378
2020-04-24,"North East and Yorkshire","hospital_prev",1824
2020-04-24,"North East and Yorkshire","icu_prev",230
2020-04-24,"North West","hospital_prev",2036
2020-04-24,"North West","icu_prev",302
2020-04-24,"South East","hospital_prev",1371
2020-04-24,"South East","icu_prev",311
2020-04-24,"South West","hospital_prev",553
2020-04-24,"South West","icu_prev",94
2020-04-25,"East of England","hospital_inc",128
2020-04-25,"England","hospital_inc",1080
2020-04-25,"London","hospital_inc",137
2020-04-25,"Midlands","hospital_inc",187
2020-04-25,"North East and Yorkshire","hospital_inc",198
2020-04-25,"North West","hospital_inc",202
2020-04-25,"South East","hospital_inc",168
2020-04-25,"South West","hospital_inc",60
2020-04-25,"East of England","hospital_prev",943
2020-04-25,"East of England","icu_prev",260
2020-04-25,"England","hospital_prev",10007
2020-04-25,"England","icu_prev",2405
2020-04-25,"London","hospital_prev",1820
2020-04-25,"London","icu_prev",868
2020-04-25,"Midlands","hospital_prev",1641
2020-04-25,"Midlands","icu_prev",359
2020-04-25,"North East and Yorkshire","hospital_prev",1785
2020-04-25,"North East and Yorkshire","icu_prev",233
2020-04-25,"North West","hospital_prev",1989
2020-04-25,"North West","icu_prev",292
2020-04-25,"South East","hospital_prev",1299
2020-04-25,"South East","icu_prev",298
2020-04-25,"South West","hospital_prev",530
2020-04-25,"South West","icu_prev",95
2020-04-26,"East of England","hospital_inc",148
2020-04-26,"England","hospital_inc",1208
2020-04-26,"London","hospital_inc",187
2020-04-26,"Midlands","hospital_inc",210
2020-04-26,"North East and Yorkshire","hospital_inc",249
2020-04-26,"North West","hospital_inc",181
2020-04-26,"South East","hospital_inc",182
2020-04-26,"South West","hospital_inc",51
2020-04-26,"East of England","hospital_prev",974
2020-04-26,"East of England","icu_prev",253
2020-04-26,"England","hospital_prev",10019
2020-04-26,"England","icu_prev",2309
2020-04-26,"London","hospital_prev",1784
2020-04-26,"London","icu_prev",831
2020-04-26,"Midlands","hospital_prev",1761
2020-04-26,"Midlands","icu_prev",350
2020-04-26,"North East and Yorkshire","hospital_prev",1733
2020-04-26,"North East and Yorkshire","icu_prev",230
2020-04-26,"North West","hospital_prev",1996
2020-04-26,"North West","icu_prev",281
2020-04-26,"South East","hospital_prev",1251
2020-04-26,"South East","icu_prev",273
2020-04-26,"South West","hospital_prev",520
2020-04-26,"South West","icu_prev",91
2020-04-27,"East of England","hospital_inc",127
2020-04-27,"England","hospital_inc",1344
2020-04-27,"London","hospital_inc",261
2020-04-27,"Midlands","hospital_inc",206
2020-04-27,"North East and Yorkshire","hospital_inc",259
2020-04-27,"North West","hospital_inc",223
2020-04-27,"South East","hospital_inc",199
2020-04-27,"South West","hospital_inc",69
2020-04-27,"East of England","hospital_prev",974
2020-04-27,"East of England","icu_prev",231
2020-04-27,"England","hospital_prev",10210
2020-04-27,"England","icu_prev",2188
2020-04-27,"London","hospital_prev",1820
2020-04-27,"London","icu_prev",794
2020-04-27,"Midlands","hospital_prev",1808
2020-04-27,"Midlands","icu_prev",301
2020-04-27,"North East and Yorkshire","hospital_prev",1785
2020-04-27,"North East and Yorkshire","icu_prev",222
2020-04-27,"North West","hospital_prev",2034
2020-04-27,"North West","icu_prev",272
2020-04-27,"South East","hospital_prev",1289
2020-04-27,"South East","icu_prev",279
2020-04-27,"South West","hospital_prev",500
2020-04-27,"South West","icu_prev",89
2020-04-28,"East of England","hospital_inc",184
2020-04-28,"England","hospital_inc",1296
2020-04-28,"London","hospital_inc",248
2020-04-28,"Midlands","hospital_inc",220
2020-04-28,"North East and Yorkshire","hospital_inc",226
2020-04-28,"North West","hospital_inc",194
2020-04-28,"South East","hospital_inc",153
2020-04-28,"South West","hospital_inc",71
2020-04-28,"East of England","hospital_prev",972
2020-04-28,"East of England","icu_prev",223
2020-04-28,"England","hospital_prev",9731
2020-04-28,"England","icu_prev",2087
2020-04-28,"London","hospital_prev",1555
2020-04-28,"London","icu_prev",749
2020-04-28,"Midlands","hospital_prev",1748
2020-04-28,"Midlands","icu_prev",299
2020-04-28,"North East and Yorkshire","hospital_prev",1759
2020-04-28,"North East and Yorkshire","icu_prev",214
2020-04-28,"North West","hospital_prev",1927
2020-04-28,"North West","icu_prev",241
2020-04-28,"South East","hospital_prev",1268
2020-04-28,"South East","icu_prev",273
2020-04-28,"South West","hospital_prev",502
2020-04-28,"South West","icu_prev",88
2020-04-29,"East of England","hospital_inc",157
2020-04-29,"England","hospital_inc",1295
2020-04-29,"London","hospital_inc",212
2020-04-29,"Midlands","hospital_inc",223
2020-04-29,"North East and Yorkshire","hospital_inc",230
2020-04-29,"North West","hospital_inc",227
2020-04-29,"South East","hospital_inc",196
2020-04-29,"South West","hospital_inc",50
2020-04-29,"East of England","hospital_prev",928
2020-04-29,"East of England","icu_prev",210
2020-04-29,"England","hospital_prev",9528
2020-04-29,"England","icu_prev",2045
2020-04-29,"London","hospital_prev",1602
2020-04-29,"London","icu_prev",733
2020-04-29,"Midlands","hospital_prev",1629
2020-04-29,"Midlands","icu_prev",306
2020-04-29,"North East and Yorkshire","hospital_prev",1712
2020-04-29,"North East and Yorkshire","icu_prev",199
2020-04-29,"North West","hospital_prev",1960
2020-04-29,"North West","icu_prev",258
2020-04-29,"South East","hospital_prev",1236
2020-04-29,"South East","icu_prev",253
2020-04-29,"South West","hospital_prev",461
2020-04-29,"South West","icu_prev",86
2020-04-30,"East of England","hospital_inc",198
2020-04-30,"England","hospital_inc",1227
2020-04-30,"London","hospital_inc",183
2020-04-30,"Midlands","hospital_inc",206
2020-04-30,"North East and Yorkshire","hospital_inc",192
2020-04-30,"North West","hospital_inc",214
2020-04-30,"South East","hospital_inc",164
2020-04-30,"South West","hospital_inc",70
2020-04-30,"East of England","hospital_prev",865
2020-04-30,"East of England","icu_prev",202
2020-04-30,"England","hospital_prev",9262
2020-04-30,"England","icu_prev",1991
2020-04-30,"London","hospital_prev",1512
2020-04-30,"London","icu_prev",723
2020-04-30,"Midlands","hospital_prev",1630
2020-04-30,"Midlands","icu_prev",291
2020-04-30,"North East and Yorkshire","hospital_prev",1654
2020-04-30,"North East and Yorkshire","icu_prev",208
2020-04-30,"North West","hospital_prev",1945
2020-04-30,"North West","icu_prev",233
2020-04-30,"South East","hospital_prev",1211
2020-04-30,"South East","icu_prev",254
2020-04-30,"South West","hospital_prev",445
2020-04-30,"South West","icu_prev",80
2020-05-01,"East of England","hospital_inc",127
2020-05-01,"England","hospital_inc",1081
2020-05-01,"London","hospital_inc",201
2020-05-01,"Midlands","hospital_inc",199
2020-05-01,"North East and Yorkshire","hospital_inc",157
2020-05-01,"North West","hospital_inc",181
2020-05-01,"South East","hospital_inc",154
2020-05-01,"South West","hospital_inc",62
2020-05-01,"East of England","hospital_prev",840
2020-05-01,"East of England","icu_prev",193
2020-05-01,"England","hospital_prev",9016
2020-05-01,"England","icu_prev",1954
2020-05-01,"London","hospital_prev",1440
2020-05-01,"London","icu_prev",712
2020-05-01,"Midlands","hospital_prev",1580
2020-05-01,"Midlands","icu_prev",293
2020-05-01,"North East and Yorkshire","hospital_prev",1654
2020-05-01,"North East and Yorkshire","icu_prev",200
2020-05-01,"North West","hospital_prev",1916
2020-05-01,"North West","icu_prev",234
2020-05-01,"South East","hospital_prev",1161
2020-05-01,"South East","icu_prev",246
2020-05-01,"South West","hospital_prev",425
2020-05-01,"South West","icu_prev",76
2020-05-02,"East of England","hospital_inc",111
2020-05-02,"England","hospital_inc",980
2020-05-02,"London","hospital_inc",150
2020-05-02,"Midlands","hospital_inc",151
2020-05-02,"North East and Yorkshire","hospital_inc",172
2020-05-02,"North West","hospital_inc",186
2020-05-02,"South East","hospital_inc",142
2020-05-02,"South West","hospital_inc",68
2020-05-02,"East of England","hospital_prev",838
2020-05-02,"East of England","icu_prev",183
2020-05-02,"England","hospital_prev",8875
2020-05-02,"England","icu_prev",1844
2020-05-02,"London","hospital_prev",1355
2020-05-02,"London","icu_prev",678
2020-05-02,"Midlands","hospital_prev",1569
2020-05-02,"Midlands","icu_prev",266
2020-05-02,"North East and Yorkshire","hospital_prev",1639
2020-05-02,"North East and Yorkshire","icu_prev",196
2020-05-02,"North West","hospital_prev",1965
2020-05-02,"North West","icu_prev",226
2020-05-02,"South East","hospital_prev",1083
2020-05-02,"South East","icu_prev",227
2020-05-02,"South West","hospital_prev",426
2020-05-02,"South West","icu_prev",68
2020-05-03,"East of England","hospital_inc",167
2020-05-03,"England","hospital_inc",1077
2020-05-03,"London","hospital_inc",160
2020-05-03,"Midlands","hospital_inc",149
2020-05-03,"North East and Yorkshire","hospital_inc",188
2020-05-03,"North West","hospital_inc",197
2020-05-03,"South East","hospital_inc",144
2020-05-03,"South West","hospital_inc",72
2020-05-03,"East of England","hospital_prev",866
2020-05-03,"East of England","icu_prev",179
2020-05-03,"England","hospital_prev",8764
2020-05-03,"England","icu_prev",1795
2020-05-03,"London","hospital_prev",1363
2020-05-03,"London","icu_prev",638
2020-05-03,"Midlands","hospital_prev",1549
2020-05-03,"Midlands","icu_prev",253
2020-05-03,"North East and Yorkshire","hospital_prev",1620
2020-05-03,"North East and Yorkshire","icu_prev",194
2020-05-03,"North West","hospital_prev",1832
2020-05-03,"North West","icu_prev",233
2020-05-03,"South East","hospital_prev",1081
2020-05-03,"South East","icu_prev",226
2020-05-03,"South West","hospital_prev",453
2020-05-03,"South West","icu_prev",72
2020-05-04,"East of England","hospital_inc",109
2020-05-04,"England","hospital_inc",1094
2020-05-04,"London","hospital_inc",175
2020-05-04,"Midlands","hospital_inc",240
2020-05-04,"North East and Yorkshire","hospital_inc",182
2020-05-04,"North West","hospital_inc",189
2020-05-04,"South East","hospital_inc",123
2020-05-04,"South West","hospital_inc",76
2020-05-04,"East of England","hospital_prev",785
2020-05-04,"East of England","icu_prev",176
2020-05-04,"England","hospital_prev",8714
2020-05-04,"England","icu_prev",1724
2020-05-04,"London","hospital_prev",1348
2020-05-04,"London","icu_prev",587
2020-05-04,"Midlands","hospital_prev",1534
2020-05-04,"Midlands","icu_prev",243
2020-05-04,"North East and Yorkshire","hospital_prev",1623
2020-05-04,"North East and Yorkshire","icu_prev",186
2020-05-04,"North West","hospital_prev",1857
2020-05-04,"North West","icu_prev",237
2020-05-04,"South East","hospital_prev",1112
2020-05-04,"South East","icu_prev",223
2020-05-04,"South West","hospital_prev",455
2020-05-04,"South West","icu_prev",72
2020-05-05,"East of England","hospital_inc",90
2020-05-05,"England","hospital_inc",959
2020-05-05,"London","hospital_inc",178
2020-05-05,"Midlands","hospital_inc",184
2020-05-05,"North East and Yorkshire","hospital_inc",146
2020-05-05,"North West","hospital_inc",201
2020-05-05,"South East","hospital_inc",111
2020-05-05,"South West","hospital_inc",49
2020-05-05,"East of England","hospital_prev",805
2020-05-05,"East of England","icu_prev",176
2020-05-05,"England","hospital_prev",8553
2020-05-05,"England","icu_prev",1662
2020-05-05,"London","hospital_prev",1326
2020-05-05,"London","icu_prev",565
2020-05-05,"Midlands","hospital_prev",1500
2020-05-05,"Midlands","icu_prev",235
2020-05-05,"North East and Yorkshire","hospital_prev",1566
2020-05-05,"North East and Yorkshire","icu_prev",181
2020-05-05,"North West","hospital_prev",1821
2020-05-05,"North West","icu_prev",222
2020-05-05,"South East","hospital_prev",1082
2020-05-05,"South East","icu_prev",209
2020-05-05,"South West","hospital_prev",453
2020-05-05,"South West","icu_prev",74
2020-05-06,"East of England","hospital_inc",128
2020-05-06,"England","hospital_inc",1040
2020-05-06,"London","hospital_inc",216
2020-05-06,"Midlands","hospital_inc",201
2020-05-06,"North East and Yorkshire","hospital_inc",152
2020-05-06,"North West","hospital_inc",158
2020-05-06,"South East","hospital_inc",127
2020-05-06,"South West","hospital_inc",58
2020-05-06,"East of England","hospital_prev",764
2020-05-06,"East of England","icu_prev",171
2020-05-06,"England","hospital_prev",8172
2020-05-06,"England","icu_prev",1610
2020-05-06,"London","hospital_prev",1223
2020-05-06,"London","icu_prev",580
2020-05-06,"Midlands","hospital_prev",1490
2020-05-06,"Midlands","icu_prev",222
2020-05-06,"North East and Yorkshire","hospital_prev",1497
2020-05-06,"North East and Yorkshire","icu_prev",174
2020-05-06,"North West","hospital_prev",1758
2020-05-06,"North West","icu_prev",199
2020-05-06,"South East","hospital_prev",1036
2020-05-06,"South East","icu_prev",195
2020-05-06,"South West","hospital_prev",404
2020-05-06,"South West","icu_prev",69
2020-05-07,"East of England","hospital_inc",116
2020-05-07,"England","hospital_inc",998
2020-05-07,"London","hospital_inc",202
2020-05-07,"Midlands","hospital_inc",167
2020-05-07,"North East and Yorkshire","hospital_inc",171
2020-05-07,"North West","hospital_inc",182
2020-05-07,"South East","hospital_inc",107
2020-05-07,"South West","hospital_inc",53
2020-05-07,"East of England","hospital_prev",742
2020-05-07,"East of England","icu_prev",152
2020-05-07,"England","hospital_prev",7788
2020-05-07,"England","icu_prev",1493
2020-05-07,"London","hospital_prev",1171
2020-05-07,"London","icu_prev",565
2020-05-07,"Midlands","hospital_prev",1425
2020-05-07,"Midlands","icu_prev",173
2020-05-07,"North East and Yorkshire","hospital_prev",1436
2020-05-07,"North East and Yorkshire","icu_prev",161
2020-05-07,"North West","hospital_prev",1649
2020-05-07,"North West","icu_prev",191
2020-05-07,"South East","hospital_prev",986
2020-05-07,"South East","icu_prev",185
2020-05-07,"South West","hospital_prev",379
2020-05-07,"South West","icu_prev",66
2020-05-08,"East of England","hospital_inc",70
2020-05-08,"England","hospital_inc",743
2020-05-08,"London","hospital_inc",99
2020-05-08,"Midlands","hospital_inc",157
2020-05-08,"North East and Yorkshire","hospital_inc",104
2020-05-08,"North West","hospital_inc",169
2020-05-08,"South East","hospital_inc",91
2020-05-08,"South West","hospital_inc",53
2020-05-08,"East of England","hospital_prev",694
2020-05-08,"East of England","icu_prev",142
2020-05-08,"England","hospital_prev",7459
2020-05-08,"England","icu_prev",1445
2020-05-08,"London","hospital_prev",1108
2020-05-08,"London","icu_prev",531
2020-05-08,"Midlands","hospital_prev",1358
2020-05-08,"Midlands","icu_prev",198
2020-05-08,"North East and Yorkshire","hospital_prev",1380
2020-05-08,"North East and Yorkshire","icu_prev",151
2020-05-08,"North West","hospital_prev",1636
2020-05-08,"North West","icu_prev",181
2020-05-08,"South East","hospital_prev",938
2020-05-08,"South East","icu_prev",185
2020-05-08,"South West","hospital_prev",345
2020-05-08,"South West","icu_prev",57
2020-05-09,"East of England","hospital_inc",101
2020-05-09,"England","hospital_inc",798
2020-05-09,"London","hospital_inc",85
2020-05-09,"Midlands","hospital_inc",159
2020-05-09,"North East and Yorkshire","hospital_inc",145
2020-05-09,"North West","hospital_inc",167
2020-05-09,"South East","hospital_inc",96
2020-05-09,"South West","hospital_inc",45
2020-05-09,"East of England","hospital_prev",726
2020-05-09,"East of England","icu_prev",144
2020-05-09,"England","hospital_prev",7478
2020-05-09,"England","icu_prev",1398
2020-05-09,"London","hospital_prev",1137
2020-05-09,"London","icu_prev",516
2020-05-09,"Midlands","hospital_prev",1374
2020-05-09,"Midlands","icu_prev",189
2020-05-09,"North East and Yorkshire","hospital_prev",1350
2020-05-09,"North East and Yorkshire","icu_prev",147
2020-05-09,"North West","hospital_prev",1637
2020-05-09,"North West","icu_prev",176
2020-05-09,"South East","hospital_prev",892
2020-05-09,"South East","icu_prev",171
2020-05-09,"South West","hospital_prev",362
2020-05-09,"South West","icu_prev",55
2020-05-10,"East of England","hospital_inc",71
2020-05-10,"England","hospital_inc",756
2020-05-10,"London","hospital_inc",86
2020-05-10,"Midlands","hospital_inc",124
2020-05-10,"North East and Yorkshire","hospital_inc",139
2020-05-10,"North West","hospital_inc",156
2020-05-10,"South East","hospital_inc",139
2020-05-10,"South West","hospital_inc",41
2020-05-10,"East of England","hospital_prev",761
2020-05-10,"East of England","icu_prev",142
2020-05-10,"England","hospital_prev",7255
2020-05-10,"England","icu_prev",1362
2020-05-10,"London","hospital_prev",1113
2020-05-10,"London","icu_prev",466
2020-05-10,"Midlands","hospital_prev",1334
2020-05-10,"Midlands","icu_prev",189
2020-05-10,"North East and Yorkshire","hospital_prev",1268
2020-05-10,"North East and Yorkshire","icu_prev",156
2020-05-10,"North West","hospital_prev",1551
2020-05-10,"North West","icu_prev",172
2020-05-10,"South East","hospital_prev",876
2020-05-10,"South East","icu_prev",175
2020-05-10,"South West","hospital_prev",352
2020-05-10,"South West","icu_prev",62
2020-05-11,"East of England","hospital_inc",88
2020-05-11,"England","hospital_inc",866
2020-05-11,"London","hospital_inc",91
2020-05-11,"Midlands","hospital_inc",165
2020-05-11,"North East and Yorkshire","hospital_inc",148
2020-05-11,"North West","hospital_inc",203
2020-05-11,"South East","hospital_inc",113
2020-05-11,"South West","hospital_inc",58
2020-05-11,"East of England","hospital_prev",757
2020-05-11,"East of England","icu_prev",137
2020-05-11,"England","hospital_prev",7503
2020-05-11,"England","icu_prev",1316
2020-05-11,"London","hospital_prev",1123
2020-05-11,"London","icu_prev",457
2020-05-11,"Midlands","hospital_prev",1381
2020-05-11,"Midlands","icu_prev",178
2020-05-11,"North East and Yorkshire","hospital_prev",1359
2020-05-11,"North East and Yorkshire","icu_prev",149
2020-05-11,"North West","hospital_prev",1624
2020-05-11,"North West","icu_prev",175
2020-05-11,"South East","hospital_prev",899
2020-05-11,"South East","icu_prev",163
2020-05-11,"South West","hospital_prev",360
2020-05-11,"South West","icu_prev",57
2020-05-12,"East of England","hospital_inc",116
2020-05-12,"England","hospital_inc",844
2020-05-12,"London","hospital_inc",80
2020-05-12,"Midlands","hospital_inc",160
2020-05-12,"North East and Yorkshire","hospital_inc",155
2020-05-12,"North West","hospital_inc",186
2020-05-12,"South East","hospital_inc",109
2020-05-12,"South West","hospital_inc",38
2020-05-12,"East of England","hospital_prev",739
2020-05-12,"East of England","icu_prev",134
2020-05-12,"England","hospital_prev",7313
2020-05-12,"England","icu_prev",1247
2020-05-12,"London","hospital_prev",1122
2020-05-12,"London","icu_prev",425
2020-05-12,"Midlands","hospital_prev",1344
2020-05-12,"Midlands","icu_prev",176
2020-05-12,"North East and Yorkshire","hospital_prev",1320
2020-05-12,"North East and Yorkshire","icu_prev",145
2020-05-12,"North West","hospital_prev",1574
2020-05-12,"North West","icu_prev",159
2020-05-12,"South East","hospital_prev",882
2020-05-12,"South East","icu_prev",153
2020-05-12,"South West","hospital_prev",332
2020-05-12,"South West","icu_prev",55
2020-05-13,"East of England","hospital_inc",72
2020-05-13,"England","hospital_inc",804
2020-05-13,"London","hospital_inc",91
2020-05-13,"Midlands","hospital_inc",148
2020-05-13,"North East and Yorkshire","hospital_inc",156
2020-05-13,"North West","hospital_inc",186
2020-05-13,"South East","hospital_inc",99
